tx_hash,output_index,value,address,timestamp
9250ad802d3f76518d83544a5a3fda9044e8ac8e7f2b116a4ef699f95e3f8e83,5,413356,1N4oaXkhRNU6TG3rNMjUqoxW2n9fKKsuVi,1679106340
9250ad802d3f76518d83544a5a3fda9044e8ac8e7f2b116a4ef699f95e3f8e83,6,472496,3LaRSHPdJxiPgPPKMRYd6UWujCMYXEjk2N,1679106340
9250ad802d3f76518d83544a5a3fda9044e8ac8e7f2b116a4ef699f95e3f8e83,7,1185043,3DtGKuFWpURs8B6CVqevRdvoniwyaa7FY2,1679106340
9250ad802d3f76518d83544a5a3fda9044e8ac8e7f2b116a4ef699f95e3f8e83,8,1186708,bc1qfmtese3j6qmmq3uum40vkpvthlflvacm9l23ut,1679106340
9250ad802d3f76518d83544a5a3fda9044e8ac8e7f2b116a4ef699f95e3f8e83,9,61945378,bc1qp6543s2eqealgsrzkt8np53v0kgr4ea3sq8efvuddl83rswafzfs9fcwv8,1679106340
680fcde934652c6552230cf2304b2ab910447a51d0687d662b51cf5124dbc95f,0,165405,bc1qwff7vxzzjgkuzkphd68nnnjx25al07jnjaeaqm,1679106340
680fcde934652c6552230cf2304b2ab910447a51d0687d662b51cf5124dbc95f,1,165405,3BDtTDwnb9fgyEdVeyRN957JYiEVwHynop,1679106340
680fcde934652c6552230cf2304b2ab910447a51d0687d662b51cf5124dbc95f,2,237349,3DsmUK3a8UZ7qr5kjxC856iw3T3zUWvqhw,1679106340
680fcde934652c6552230cf2304b2ab910447a51d0687d662b51cf5124dbc95f,3,339516,1LBXvWPMXa2tEnNveoVgn2KxPSx1Ytgx7e,1679106340
680fcde934652c6552230cf2304b2ab910447a51d0687d662b51cf5124dbc95f,4,636313,19SxChBPoHQFUqPRverjDjeU6CZYDtL44Z,1679106340
680fcde934652c6552230cf2304b2ab910447a51d0687d662b51cf5124dbc95f,5,1750723,37JQAfQTxeCsc8JuozbDd1RCMmAxY7RQbQ,1679106340
680fcde934652c6552230cf2304b2ab910447a51d0687d662b51cf5124dbc95f,6,3221723,bc1qwgkdd2hmnak6229r3k3rc79ueua9m96lwkvjwu,1679106340
680fcde934652c6552230cf2304b2ab910447a51d0687d662b51cf5124dbc95f,7,4398030,bc1qwgkdd2hmnak6229r3k3rc79ueua9m96lwkvjwu,1679106340
680fcde934652c6552230cf2304b2ab910447a51d0687d662b51cf5124dbc95f,8,14694986,bc1qf73w4g8qy0rxf2kna94zw2r5fyts988cre4dds,1679106340
680fcde934652c6552230cf2304b2ab910447a51d0687d662b51cf5124dbc95f,9,16047718,bc1qpyl6m4cxntz8mwfvg27rk3qaqcly7qys4pws7w2etfzxh07y8eyse3zx3n,1679106340
830d7bdfba6f6f18fdb65c2231efdde8553fce1f19abd76319d157dad1643f19,0,28454,3Dp2ung5g3ndudydSYLUjSMMUj341J5mtc,1679106340
830d7bdfba6f6f18fdb65c2231efdde8553fce1f19abd76319d157dad1643f19,1,49777,bc1quama63k7tm46sa56qwjj3nq7pdev0jap4lnl93,1679106340
830d7bdfba6f6f18fdb65c2231efdde8553fce1f19abd76319d157dad1643f19,2,166525,3GdVRt2ZaWw7tUfYHJL1fLqjf3ABeesqQd,1679106340
830d7bdfba6f6f18fdb65c2231efdde8553fce1f19abd76319d157dad1643f19,3,170894,31yViwBgZLH9m1vZG13J5ivnP6zoUgU4GQ,1679106340
830d7bdfba6f6f18fdb65c2231efdde8553fce1f19abd76319d157dad1643f19,4,360642,bc1q5gs4znlgx8uflzqvjy7mxjew03059ndqzmxlur,1679106340
830d7bdfba6f6f18fdb65c2231efdde8553fce1f19abd76319d157dad1643f19,5,426336,bc1q695q76uk58cdcgzuyfjt5uxs2gl73y6lvgml52,1679106340
830d7bdfba6f6f18fdb65c2231efdde8553fce1f19abd76319d157dad1643f19,6,455900,bc1qrvq7z45h0vjrrlm6yv0hpd4vxg9n66g3tnng50,1679106340
830d7bdfba6f6f18fdb65c2231efdde8553fce1f19abd76319d157dad1643f19,7,1356576,bc1qcflw0f02e5m8rjnc6ugnc9sm5rrxjmy6nly8rm,1679106340
830d7bdfba6f6f18fdb65c2231efdde8553fce1f19abd76319d157dad1643f19,8,64402105,bc1q8fyh66nmy4pwu63cnehhwnlpkm099dnadtrupu9wqegx4mdzta5shspkfx,1679106340
830d7bdfba6f6f18fdb65c2231efdde8553fce1f19abd76319d157dad1643f19,9,115867539,bc1qgr56w4e6ukvzddx3rzlqputf5eyqx0794wwuv7ktyqpew5ypw5hqca4md4,1679106340
830d7bdfba6f6f18fdb65c2231efdde8553fce1f19abd76319d157dad1643f19,10,135901522,bc1qq0me4295llv2hncufgyjlu25q7tf6ce9m9rcnju7exmyy5kh34vs5rhlft,1679106340
2bb98b1c09ce60527496b0a9078638817db2898169095f99f5445473b459604d,0,54479,bc1qeuk3smk5gwdk66hqzy54jkskfs2j9n5x4g52xa,1679106340
2bb98b1c09ce60527496b0a9078638817db2898169095f99f5445473b459604d,1,68205,3PfT31BAe57yhxFE4e9eifx4hezGG6fd2d,1679106340
2bb98b1c09ce60527496b0a9078638817db2898169095f99f5445473b459604d,2,77394,17XKFVUmByrEk54oD5bKPnF5GVSs69u2HB,1679106340
2bb98b1c09ce60527496b0a9078638817db2898169095f99f5445473b459604d,3,106011,bc1qfemwcgajne62fgv5mfxrekgh8mer0mmu986zkk,1679106340
2bb98b1c09ce60527496b0a9078638817db2898169095f99f5445473b459604d,4,188557,1AgHJ9bbPk6BnNR4ZSWDTrMeWKuTAEYPwo,1679106340
2bb98b1c09ce60527496b0a9078638817db2898169095f99f5445473b459604d,5,201243,37zxS2Zv3qQB9ioDxS9Sm6D5jHhxutAaLr,1679106340
2bb98b1c09ce60527496b0a9078638817db2898169095f99f5445473b459604d,6,429945,37Rm8EtrbHgz1CZsJyoRJ7ANPWwNER87xn,1679106340
2bb98b1c09ce60527496b0a9078638817db2898169095f99f5445473b459604d,7,3144547,16JbFaH8AHe1e4fihPddz21T3uZZMFMH9X,1679106340
2bb98b1c09ce60527496b0a9078638817db2898169095f99f5445473b459604d,8,9050822,1G2UJuFGshQaXFHQuVLi82Ru1qZRTseZ47,1679106340
2bb98b1c09ce60527496b0a9078638817db2898169095f99f5445473b459604d,9,40965338,bc1qrlu87xu6w5k20cy7kkch6pst97jww477wjxde8wauv5nnerqw9wsdsrqzj,1679106340
2bb98b1c09ce60527496b0a9078638817db2898169095f99f5445473b459604d,10,59525290,bc1qepecpjlv9m2jfhl0ka5wvase00muzqh2ahrj0mvy0ztzl7f3u89s3mmy4z,1679106340
2bb98b1c09ce60527496b0a9078638817db2898169095f99f5445473b459604d,11,184002859,bc1qu3tvpslvw7u574y923ur3m5ek00drz9swueqy7uhdl42cm87fsrs2mqcr3,1679106340
61a803b06af1b43738a415c7343c6883c0656f70d807c25d92f0f6702ecf58a3,0,15852005,bc1pzjyqcpt66juruldm8auqptzrvqwgghgrg2tx2e8cxf8lmpuq2kvqygv9a3,1679106340
61a803b06af1b43738a415c7343c6883c0656f70d807c25d92f0f6702ecf58a3,1,34730663,37dtApjtwRMPXYoGga3JC6QxuuZKBTGsZt,1679106340
3dbc42ecf9b25614da71f60a8bf0074b2c9ecbb7ec5fd0afb352f45138a51ba7,0,471210,bc1qz84f06lwlj7w7cd6qzadz8pczaqgtl5358yg4x,1679106340
3dbc42ecf9b25614da71f60a8bf0074b2c9ecbb7ec5fd0afb352f45138a51ba7,1,165518,3QDL4EaLyGsxv3W4fUvK16MU54ZU5HNk1z,1679106340
a3ec49dafa1b3119e0365ee7cad6949e9ee719a3ddcfc79e1c4a43e2b7953c07,0,3607,16n8LMincYTDTKckkU4n3WhpxVGtob46jd,1679106340
e8b2e9cf67ed80f2917d9d8422443c87cff75830f503e40c2bf1f877fa77ef87,0,1355100,14FXtEbPbWHM2d6eam8LfyvVmzN5ztY57f,1679106340
e8b2e9cf67ed80f2917d9d8422443c87cff75830f503e40c2bf1f877fa77ef87,1,693159,bc1qrq7ajhs3z6fd863dkkx68g3v6pjlhunqxgnfh2,1679106340
51a8f1eb32f51da296f5737ddd6100001c9ffa5364772ff03493e5d90c823305,0,77909,12ZSW2arDPoLuk4gSZwP3U9vme8AMqof1A,1679106340
51a8f1eb32f51da296f5737ddd6100001c9ffa5364772ff03493e5d90c823305,1,188225,bc1qt3vhlnc6sgp5pw3lhdpa6cn7pzhn6367uj5kls,1679106340
d8ef6412cc34c4acb5109f9a0ec85fe4d4b79f6cab8daddff826d64687771368,0,690918,14U4MapcqoGD1MAFZZZ43x9Lfzc2S5LxvH,1679106340
d8ef6412cc34c4acb5109f9a0ec85fe4d4b79f6cab8daddff826d64687771368,1,162758164,bc1qt3vhlnc6sgp5pw3lhdpa6cn7pzhn6367uj5kls,1679106340
97119aac1ab24ea458a428e8114717eb9263fb297b67426087f8eb8f5a0ca0ce,0,18557334,bc1qmx4dzrergqxjh3v43l43wfhzvvya7r6s6ff5yx,1679106340
97119aac1ab24ea458a428e8114717eb9263fb297b67426087f8eb8f5a0ca0ce,1,26455060,bc1q77nnvpchwhsfnal778er6enu56xq48terf4egm,1679106340
33542ab6bce96517dbb3a8e72663ca4cd859fb5b37453e94dc7bf14b90d701e4,0,13000000,bc1qw7c64pz86h3s4fz4evtjwh7del5jh5ltyc256c,1679106340
33542ab6bce96517dbb3a8e72663ca4cd859fb5b37453e94dc7bf14b90d701e4,1,5112375,bc1qvp2fpkp52pchvn3xf5deme3x6dwmnkm3a676w0,1679106340
9bce6f1a001be72e46aaed1f44cb71651b6ef8f9429eaa692ba29f1d50af1118,0,1000045,bc1qzvdl3pgtsumfpe70n7838m8e0zqsf4e5mp7kkf,1679106340
9bce6f1a001be72e46aaed1f44cb71651b6ef8f9429eaa692ba29f1d50af1118,1,29560,bc1q30sekrzuquqccam82ardrmvme9l5pj3zyfhag2,1679106340
efba774af46b5ecccdf07be37a45c56d2acdf8e38ba3d080e4ae8200718e51a5,0,1009155,bc1qrexnda6kkhh4m2cumdk5549jz3hvx32x046p38,1679106340
efba774af46b5ecccdf07be37a45c56d2acdf8e38ba3d080e4ae8200718e51a5,1,365600,bc1qkpyp88x6kwhc7vfw78y344yad9us22grhqt8ag,1679106340
0b926b63f3dbbc04938bfa0928dc457c3096cf7458ecb56ae76e51a7237f5243,0,27415,3JNxMMFpmxBfvyzh9Cwec1fW39ZAEDdtLo,1679106340
0b926b63f3dbbc04938bfa0928dc457c3096cf7458ecb56ae76e51a7237f5243,1,8336205,bc1q0mudz9328umfzq36dlxtwu37m5fx4jq2hqlq0s,1679106340
3ca493eff7881150c2f9d3003f4bfcb5394643c8206034c6e04d4a50ac221e89,0,180000,3N5XpZjgqY9PvFJeL2mMUapYgcj2pzHZic,1679106340
3ca493eff7881150c2f9d3003f4bfcb5394643c8206034c6e04d4a50ac221e89,1,2262602645,bc1qc8ee9860cdnkyej0ag5hf49pcx7uvz89lkwpr9,1679106340
86da1a105f66cc3e9d3d555cc40c8bf04689d85057141101a35ca8b0523ccf0b,0,124304,3Ek5Q8S54SijpvgcYaz71bNoCsKeEt9jPc,1679106340
86da1a105f66cc3e9d3d555cc40c8bf04689d85057141101a35ca8b0523ccf0b,1,1022634,bc1qsmyg7acuwcyrf4c6fg7cjm2yc42qc95wvq8v8m,1679106340
c8699721840a609a2110b45e35089ce83efbe457c5f08f867b277ddd5b45f841,0,135880809,3NpBsoy7KAyqfe4fMJPnEpTpQY79AUmcDA,1679106340
c8699721840a609a2110b45e35089ce83efbe457c5f08f867b277ddd5b45f841,1,544971,1KBt7x8zX9h9ooPw5DfjVNLD7cxxDMGES7,1679106340
b68c953484778b631544789ba1c404dd208c05e6364ceb03b2e46e7922306c4f,0,3560217,1EwUmbswaVyYCit3Vp1SEzddDA859BVe89,1679106340
b68c953484778b631544789ba1c404dd208c05e6364ceb03b2e46e7922306c4f,1,65370039,31v9eJbG3bMZDTavWWH83dboSPF8jDrXeS,1679106340
56a6a2ff2451fc6e413afef5c795957abfe63b68f09d51362a639d1ce6fb15b7,0,1139825,16VQm7NqGxtkm1sxcNdN3U2eYhqaGEb7Hk,1679106340
56a6a2ff2451fc6e413afef5c795957abfe63b68f09d51362a639d1ce6fb15b7,1,4498288,39keBv4GcVoLCmGgThmG8BdaDXy9JJ8HSh,1679106340
8509a749575cbcfeaf98b5056d8943cbb5cc4a8e4d2091988a66636a8cdd6383,0,1124377,bc1q6j298mvenpya57f50rewz36d6ejtu4ll6tlw4w,1679106340
8509a749575cbcfeaf98b5056d8943cbb5cc4a8e4d2091988a66636a8cdd6383,1,153044433,32fR7n3rwKLkzLuXwrrY9Yd8kLjeLH8eH6,1679106340
d417a977c16a4af6189a3b580eaab290f2d64d5226eefa5ba61c9ea5d842efca,0,1354673,bc1qv8cgt7rkuy6rlyw76k9udckra3gpjm05w7h9gm,1679106340
d417a977c16a4af6189a3b580eaab290f2d64d5226eefa5ba61c9ea5d842efca,1,229761002,351ZaSFQifxXkqk1QYLtCguwBjDErVurFc,1679106340
c36a9dcffe6853e0d71e5ab32996aedc075c607facb2ce830ff51af681e8f842,0,1102508,bc1qqacxydl5jpvlqyf9vhhc8tsjvjz7z0gkc9qcwq,1679106340
c36a9dcffe6853e0d71e5ab32996aedc075c607facb2ce830ff51af681e8f842,1,4478215,35oeHkaom4oHi3z5gzmcUFgHKsxvJRaAa8,1679106340
61ebc5d9c331492ffe936198853f8cff20df8ea4ae68501f73503c43e887ade5,0,7295003,3CUcWeea3K3QfDUhha4URT9oyHsXDeZBPf,1679106340
77c632ff039cb56209352c0213d578ed3e6353d849ef760950e5b33e88ddf284,0,567304,38TgoRyEn963s2aGittivjPYHSVPfKKsnF,1679106340
21ab992c265e5a2a818c7bcffb1fd26aa3b9480e1e21fdb9c28cc8466d711c54,0,153325,3ASuXNfLfTEMCkVgWpa5xEgt9TW4iusK4n,1679106340
21ab992c265e5a2a818c7bcffb1fd26aa3b9480e1e21fdb9c28cc8466d711c54,1,1055577,36NnYU7HfNbcU8TqEvQmKpyvLK83ARiW9U,1679106340
fd9d733d505b619e283012e0215b80ba5b506e70efd002b793ef6a3324ef4aa9,0,5190429,bc1q9es7hqe26wzecs2g0mgcn0k0vmjynpftgupn9w,1679106340
fd9d733d505b619e283012e0215b80ba5b506e70efd002b793ef6a3324ef4aa9,1,271146,17MNRTke5mtPcpDSMuLtjmHyYxRSNJJhMf,1679106340
441c3c58c2f0508daea3735a35bddf0093afaf232a1c77863da41ea678b6cc8a,0,1587195,bc1qpyjwcezpt25js8xj9a5dkakv0geq6nc7vd5wjm,1679106340
441c3c58c2f0508daea3735a35bddf0093afaf232a1c77863da41ea678b6cc8a,1,7459,bc1qmwm48539wft3edguh3tdy4rjp3sfu3vt9qzqxk4gtj5ez98mg33qghswyh,1679106340
df6cb554780d9495c3fef5ed21bded006d6e2fc7102aeb083a389d0d29e6d8a1,0,147904,bc1qtf3fs2ud0zt6jjggpd9anwpm24d5nrkxmllrnd9pqpfgt808ddzq824xsw,1679106340
df6cb554780d9495c3fef5ed21bded006d6e2fc7102aeb083a389d0d29e6d8a1,1,1454756,bc1qlw2zt690x449fy6u73d7cgrlcl8sm2f7596hr9,1679106340
24b54982234df0ff47fcb4fa35715679c1bf94bab49d3a65e91df1dfed903edd,0,7456,bc1qrgwa9gqr6rsz9z93axw9mnycjxnkv32rsjzcgtfhel8plfnatdqq8vse6z,1679106340
24b54982234df0ff47fcb4fa35715679c1bf94bab49d3a65e91df1dfed903edd,1,1613050,bc1qy8pgyfqupz6w2qyklhpzcl329nlcfhyx5rsg4e,1679106340
8d3e17ceae05d95e0568765520701c472bcc2bbf30b8b2badd9b70da9542a8de,0,4980,bc1qegj930g970dhwz35l25l8gj9x4chh3zja7ksyygt86m5h2qlvluqnmxq9s,1679106340
8d3e17ceae05d95e0568765520701c472bcc2bbf30b8b2badd9b70da9542a8de,1,1584826,bc1qh4gcw8c4hjk8kfkqm3x042unqwag07z5dttgty,1679106340
c3a2a66f6d9d5ccbeaa795ec12b8219aa9d34110f5ef197cd59375ae9f68e68b,0,1176623,1KTVmXeMmfcPWHf2AGxPRZkqJdM67qBfLg,1679106340
a15d60ac61184eeb5ca829c830261e074eb630c33185556fa1d8592d4de6fec7,0,1167125,14gMtjfZKNkwDjvXCZzHeoC8UkT8sMhXsF,1679106340
7cdb4f7164c95463d2392cf68297bc5be3c31484152792fd8398aa78aede90d2,0,5461613,33amUUpURGrTbzfxZU7Tom3TQ21WkymdSo,1679106340
7cdb4f7164c95463d2392cf68297bc5be3c31484152792fd8398aa78aede90d2,1,299500,1474kx8HzxkH9NJF3EWqaq8jnW6QgzqhM2,1679106340
7cdb4f7164c95463d2392cf68297bc5be3c31484152792fd8398aa78aede90d2,2,5840615,3Fu5bTFM96Y8CBaPToFRRk6U1ipcsdc6eZ,1679106340
7cdb4f7164c95463d2392cf68297bc5be3c31484152792fd8398aa78aede90d2,3,9128329,37wZQNUnfsdJhqAAzotSsgq47d7HgEGtqE,1679106340
7cdb4f7164c95463d2392cf68297bc5be3c31484152792fd8398aa78aede90d2,4,969999999,3E2adcep2NRRpriLnWn1AvW3AHKqBx2mMr,1679106340
7cdb4f7164c95463d2392cf68297bc5be3c31484152792fd8398aa78aede90d2,5,1849436287,1GrwDkr33gT6LuumniYjKEGjTLhsL5kmqC,1679106340
12a0502950bff2c88e8df5af6230532c46048b70471212f98d1beb5305b434b5,0,1676223,1FxodG58LvncxcTDsjXad3FBrfVpgg5Dqk,1679106340
68a9258c19cccbb5a173bbe56f295e6c912b6d989fd74a0c12489fd578d86151,0,72967,1Nm5pGWQ2ap9679s35B7za3QpCAWUjxSVQ,1679106340
68a9258c19cccbb5a173bbe56f295e6c912b6d989fd74a0c12489fd578d86151,1,375185,bc1qahd6sjgjjd69hd5k5hcant73z640vkrt3mu69r,1679106340
68a9258c19cccbb5a173bbe56f295e6c912b6d989fd74a0c12489fd578d86151,2,312509,bc1qgse0s7fnftk9d3kdx8zlluqm6md879ukv7jq43,1679106340
68a9258c19cccbb5a173bbe56f295e6c912b6d989fd74a0c12489fd578d86151,3,36368,3PWXpVAC6XzjRXWCjUr1Q6yyQ6BMuoMWFE,1679106340
68a9258c19cccbb5a173bbe56f295e6c912b6d989fd74a0c12489fd578d86151,4,2740100,bc1qk50508eqyprkw3nqgkgylp6mejmj7ju4dh3vlj,1679106340
68a9258c19cccbb5a173bbe56f295e6c912b6d989fd74a0c12489fd578d86151,5,802145,bc1qtxsdd8qzzphk5d88phzf3sytm8cmgnclvn5052,1679106340
68a9258c19cccbb5a173bbe56f295e6c912b6d989fd74a0c12489fd578d86151,6,7628453,3PLZGjepM4oa9AwiotJaWs2xQJi4Kb7C6N,1679106340
68a9258c19cccbb5a173bbe56f295e6c912b6d989fd74a0c12489fd578d86151,7,4383696,bc1q2pep9zkwfxgjjxemv0vrxps7nzycjlu04r3f8p,1679106340
68a9258c19cccbb5a173bbe56f295e6c912b6d989fd74a0c12489fd578d86151,8,581246,3QKCocNhzAgtgFLsD5qUZcG6e4TkfRf421,1679106340
4ad9ac5e9b9525d0df8621b79155d7c2903fe9340d1b2546354a974f89b3a37c,0,63568,bc1qhpaj0utmyj59czdfyjsawz0glukc3wkutqqsku,1679106340
c44c5e1e19c76485c2cf98fd69ad6c93910320beb65cf4a97b2fb5d3dda35a1f,0,80000,bc1ql2aqz4q9cdgpk2e6vrakms7rpchupn7ry5ayfv,1679106340
c44c5e1e19c76485c2cf98fd69ad6c93910320beb65cf4a97b2fb5d3dda35a1f,1,172876,bc1q45mv3wufkj0c7akelx8vmq3xj3tfa576exmzmc,1679106340
190a6af6c0d00bdd1c8f563ef53918871568023f894d35de0a71d65dece86e9b,0,1917825,1PCpC9ENPFS2WmmNimTH8WNPBZtEopPdNF,1679106340
6ef20c917fb6ec308ed3b5a828e898a4467ad4ccb1da52edea67dfaa9d05ce6d,0,7723406,1244YhRw7ncMXtzrwp3qhkeCN2zZ5XV4D2,1679106340
6ef20c917fb6ec308ed3b5a828e898a4467ad4ccb1da52edea67dfaa9d05ce6d,1,140960037,3M26tnBL5mmQfQWxC3WQUVqqKcN3GFKVwx,1679106340
8d0ad5ee95017c24a0800489aaf9f179228a787ca64f3b7e4b71a5087f4f2ebc,0,100948,bc1qnp760uhsg0rpefyr3z4p80crn96qfjdg5n6vgu,1679106340
8d0ad5ee95017c24a0800489aaf9f179228a787ca64f3b7e4b71a5087f4f2ebc,1,254777,19ect1gataV3SDTdczcLTxdnSaDZ1tvbUj,1679106340
b3725ae1095026c306b37f2bc7140e1fae5501631cf684ab6ce0db9dd124c287,0,114785912,3Eym2Ci9hLCRAJe1NxnokyicxCsj7tSGyj,1679106340
b3725ae1095026c306b37f2bc7140e1fae5501631cf684ab6ce0db9dd124c287,1,114785009,bc1qmvf2cfgpu4np3tv7gscnytrm5n79pqk9xe58re,1679106340
b786e6bb0d1f37b8ff0f4e08671fde7f8ca9f14ce09bb8adb3c7980efdeb7ae6,0,818,3GGaycxNYHi1LDyM2y19KpfAQxP55589n6,1679106340
b786e6bb0d1f37b8ff0f4e08671fde7f8ca9f14ce09bb8adb3c7980efdeb7ae6,1,14604,32uJFfZutUHwpeqp2iPNoDkqTsKryP4oyV,1679106340
b786e6bb0d1f37b8ff0f4e08671fde7f8ca9f14ce09bb8adb3c7980efdeb7ae6,2,14604,3QwJ7UAyawQSpiNY8SszDjyZ9pv6VvVSiy,1679106340
b786e6bb0d1f37b8ff0f4e08671fde7f8ca9f14ce09bb8adb3c7980efdeb7ae6,3,19377,35ENoPNqSWn9gSqhZbYjEMqwpc35T494J3,1679106340
454dccf984efc54bbbfcc2989bb5db30cd030ad6b71a71a8c9a58a5d868be835,0,129553985,1DfxpktBFxdoivKKs7ta7uEo5CGZvJeyyq,1679106340
454dccf984efc54bbbfcc2989bb5db30cd030ad6b71a71a8c9a58a5d868be835,1,15325337,bc1q6526e9mxpgtl6jmpv7mgvc5kygxn3xrx7wgt4q,1679106340
5bf6e44a14dc35d509634cb0f818036a81dc4a590e63ef405338f87e4e8789db,0,219060,3KYvAjYkcKmEggS15C8vSvLx9bmJVHrjR1,1679106340
9e71f7db9f558c441c00d9f39212b8efea36d4b5b99b45771159c8fc6a961ec2,0,21617,bc1pthk875sfclpjmsudptucr266vzjjdmp5g88uf9ylkwhnc5mu3peqqn2gzm,1679106340
9e71f7db9f558c441c00d9f39212b8efea36d4b5b99b45771159c8fc6a961ec2,1,2008,bc1qqenzv0sr7rgqedxdagy7uypthcghrc7ty88pkgtqrchewm8lng7qp8uezl,1679106340
336458f14143735637d05d35dc41985f9d3833d37b50779d914f3e998549b59f,0,7306,1HRxUwvQ9Zi5EnWk3RAdWw2w5CRBmSXuBZ,1679106340
03d3ffe1727f8a1cbe0b71f5fe5978f4f7d0f468d445c7432f11eb3fd38c6fdb,0,747507,31qoXigKRTtkwaP7qqtzP3NekXXKnNBNDX,1679106340
03d3ffe1727f8a1cbe0b71f5fe5978f4f7d0f468d445c7432f11eb3fd38c6fdb,1,12283739,bc1qmpncqla8l750d2ac69a3feg8j9j8cqe6q0au5n,1679106340
d060ac7093b0f7c1a512306fd2ace0b901282c6352d977b800585eb413348280,0,105832,bc1q23v6spyfhpgshcnsyqdkz22yzthvxk62k4amyc,1679106340
d060ac7093b0f7c1a512306fd2ace0b901282c6352d977b800585eb413348280,1,53753,bc1q7a9g9vm4kfa5xj8mj94eau7j3wk6e97dd2w9pn,1679106340
6fd4612d33d76da2c0ccb67805570e22ef13cdc1f830d871d2325345b356c590,0,1881294,bc1qx0hgdg8axtzezq6fcnlz23d4xyz2gyetpkv439,1679106340
6fd4612d33d76da2c0ccb67805570e22ef13cdc1f830d871d2325345b356c590,1,18010386,bc1qsduefkk93pxe4djk529xr6kfvcdzsq7k5rh2uq,1679106340
320d4d6966007a6d54c9b5bc1319f08adf519830462eeb8a62e3aaaf43451d2c,0,13484585,bc1qsduefkk93pxe4djk529xr6kfvcdzsq7k5rh2uq,1679106340
320d4d6966007a6d54c9b5bc1319f08adf519830462eeb8a62e3aaaf43451d2c,1,4568711,bc1qean9rhvs26aufjvyn43ptr58qz0gkuurj67mkp,1679106340
232158348753d994558794fc817a893f2da69df57d92bfee45bb64e1e811406a,0,860603,376cZBFKb1JNEbaBNBFwDBUWaMyish3Y41,1679106340
232158348753d994558794fc817a893f2da69df57d92bfee45bb64e1e811406a,1,1133099,bc1qgtg0mekyeusw4ym7g79u6yzem0gfadlxy2kjasm5s7l6354rh6xs75ttjn,1679106340
a03d3b51e65fce853983c62e7c67c94c9a4c24211fe8dcfd2af383f5ac738fa1,0,223904,bc1q9xaaf278wpzdh0kxskmcv3zhdv64ysqy2nlgyz,1679106340
a03d3b51e65fce853983c62e7c67c94c9a4c24211fe8dcfd2af383f5ac738fa1,1,1246285,bc1qq7z34rvjx90rux0gqyegx5rsgqyezmz577theq8x25qwz38c23pqwt69lt,1679106340
f8e44339e8c8e5ac779c491b1f721488c4c8c61a9933664c11939f42679c1e35,0,3638016,3P42MtJmadra5JUqqafHQEfSWMT8fu2VL2,1679106340
f8e44339e8c8e5ac779c491b1f721488c4c8c61a9933664c11939f42679c1e35,1,37040037,bc1qvtatx8jct3gdj4sflprmg4rermxuuhxxnznctnh68gchvn4qju9skgdynx,1679106340
c86dc487a63f2febefb54e7e5b4eadad65728f6cb4e8f373d13ad703530ab436,0,56761,152ZGjYLu7YBW52g2QhwSEnRN2wB5vDage,1679106340
c86dc487a63f2febefb54e7e5b4eadad65728f6cb4e8f373d13ad703530ab436,1,1399832,bc1qhuexlrhnkjrddzhxqrh863xwhtpka98xxhyytdkp3f5jx5ztq4qqhsdj54,1679106340
497b14e5ac588db2bfda8849df7fffe699da0e73d8a9489861c2cf01d8782382,0,876060,1GyYqW7pnChvBeUXRvftr1tTChQe1sXG46,1679106340
497b14e5ac588db2bfda8849df7fffe699da0e73d8a9489861c2cf01d8782382,1,86347687,bc1ql0ayms29te46e7x0csk8elwqdym264lpxvla48jkm2nhqw0h6vrqlnk27n,1679106340
eff522c9aa9d4589326f4c1094c9a28f4bb40ad6ed3fcb99d2dabb697e0ea7c1,0,691262,1JGeAvB7kRWTvdPUU5V3ffwbKvumKkUXCc,1679106340
eff522c9aa9d4589326f4c1094c9a28f4bb40ad6ed3fcb99d2dabb697e0ea7c1,1,12095997,bc1qh8k56fwmzv38lsd8e6ht6q9t4nyjfq4ugdqqxdwdl7jq7a4gfaqqjfl0lc,1679106340
d0d26668f3f69ee189c814bbff8bfad810601576ec25a651c2f13d4c9df81700,0,109553,bc1qnf7ej9k23q4xrwqfe0ryjaa0z30p00xu8mggnr,1679106340
d0d26668f3f69ee189c814bbff8bfad810601576ec25a651c2f13d4c9df81700,1,1310247,bc1qya3e6xluyu2qkzjy860c4j7ze2cdtq0xgdgdhl,1679106340
13bc0f40375b8b86725c18234a018a2af969a04858c26c988c3c4b7a9390b910,0,42102157,bc1qcvaxy46udatgtm7mr8d02t6wewztualvh43r8q,1679106340
13bc0f40375b8b86725c18234a018a2af969a04858c26c988c3c4b7a9390b910,1,47473098,bc1qxkqkaegtezh7ee2hkmnq5j63ndc9xtqx46hyy0,1679106340
bb0c355d48bf56cd187cf47d511804dae6e9583b6f69884cbb54fd202dc2fb22,0,442635,bc1q7euc0u9njna62ezghgjt63n73rh3lqqm6l0tx4,1679106340
bb0c355d48bf56cd187cf47d511804dae6e9583b6f69884cbb54fd202dc2fb22,1,652998,bc1qlacjdux3hxlhjcdpqre7p90lgfvsxlckrgltrr,1679106340
45b57a6b85b9b4959ba1173d3ebbda2e1ec9261b6c173a7cddf99006fac5ba8c,0,23584,bc1q6yxu9rhfck0nw8f8rhk3r2gdwxspp32ch4q7rq,1679106340
